liquidez,dias_efectivo,cfo,participacion_ley30,hhi_fuentes,gastos_personal,tendencia_ingresos,label,cfo_negativo,liquidez_baja,dias_critico,liquidez_x_dias,cfo_x_hhi,gasto_x_hhi,cfo_sobre_gasto,hhi_sq
1.3112583208878787,127.1782999534554,3554020.0186650767,0.1766280901811409,0.4674121577385711,96111983.39358576,0.0303818595604875,0,0,0,0,166.7636040503429,1661192.16557032,44923909.54252963,0.03697790736573502,0.21847412520182685
2.866928627306774,98.81686411022106,-26706887.174202025,0.595640578151517,0.3862386122603535,55036103.11391811,0.0721562505126143,1,1,0,0,283.3008965782761,-10315231.039957624,21257068.09093745,-0.48526123150329126,0.1491802656008037
2.276383642890794,59.16733285010736,7603957.020119264,0.5692168526022315,0.4953699578002399,48945622.24177342,-0.0230866373844769,0,0,0,0,134.68754869345952,3766771.8681713175,24246190.824413784,0.15535520179023377,0.24539139509101146
1.9163779073319989,147.414128448716,12211714.905676464,0.5252468186457858,0.7625994019497747,51192964.464336455,0.1453260663321034,0,0,0,0,282.5011789877209,9312646.48385002,39039724.08453905,0.2385428355918663,0.5815578478541541
0.7212503291945787,124.82795519692888,11195808.958620796,0.1216962283148572,0.3681664378966982,28799445.160464734,-0.1338605799723249,1,0,1,0,90.03220377847107,4121921.1036673603,10602989.138129605,0.38875085600573184,0.1355465259935433
0.7211852049077472,33.45796438535598,21615614.51109244,0.2818770135671972,0.239009274508595,43183645.37783156,0.0692918623031611,1,0,1,0,24.129388901049058,5166332.3423536625,10321291.752391964,0.5005509452008623,0.05712543330112492
0.4568257528541385,164.41225728642243,16678443.09097808,0.2578675419465057,0.6696112162646246,43283193.0388459,-0.0605860820758893,1,0,1,0,75.10775321331825,11168072.563550157,28982911.534558136,0.385333010806515,0.4483791809473899
2.638675593592325,148.94401751155456,9183601.584568731,0.3160818444829114,0.7607825701664654,14711951.816872517,0.1719377906207296,0,0,0,0,393.0149438193269,6986724.016893025,11192596.515405474,0.6242272744556195,0.578790119069093
1.923010531706664,171.21498482608672,-1403314.2291729406,0.1525856480583031,0.1805099828188267,79081086.56661265,0.1992515353168118,0,1,0,0,329.24821900656144,-253312.2273974225,14274925.577433394,-0.01774525730613074,0.03258385389725311
2.2117959600493227,132.00091396796302,-33219218.67031983,0.6621746938186376,0.2918992902047558,47485398.87134911,-0.0766656587783348,1,1,0,0,291.9590882371588,-9696666.35102293,13860954.225636518,-0.6995670134375358,0.08520519562204025
0.3555781345986666,112.34765928876324,8592364.382651716,0.4322813444274257,0.2135775918087951,83996189.8134781,-0.054955713590858,1,0,1,0,39.948371116424994,1835136.492790418,17939703.941477098,0.10229469219653793,0.0456153877228443
2.918756600837385,78.1925313508583,4153753.743262223,0.2833145863948141,0.3783531292657333,86531320.10079059,0.0859587886979802,0,0,0,0,228.22496701650184,1571585.7269625154,32739395.739628967,0.048002893500572776,0.14315109042517268
2.5475951301611386,168.22748458695233,5431576.743907469,0.33818891024457,0.4602807831243302,29079464.922879227,-0.0387130649789514,0,0,0,0,428.5755204929778,2500050.3972856295,13384718.88753934,0.1867839301139959,0.2118583993135467
0.8733155988313457,156.56118066257147,-25534971.51640619,0.3683215243029014,0.6990610695706452,69161813.39531156,-0.0045411217932238,1,1,1,0,136.7273212440761,-17850504.49971487,48348331.245571874,-0.36920621746070625,0.48868637898925443
0.7909274114591717,12.913267268583146,-21621130.80816525,0.4603566000163703,0.6209180679053393,52505362.37466835,0.002538842054241,1,1,1,1,10.213457054220916,-13424950.767334573,32601528.160348773,-0.4117890026904479,0.38553924705129955
0.7951921766042713,9.6142205370191,21063057.066658072,0.4094076566178987,0.596742853982745,89214106.41293366,-0.1919673156197656,1,0,1,1,7.645152955185705,12569228.787558962,53237880.47637434,0.2360955897396568,0.3561020337794717
1.121454055990752,70.88108920365868,-791103.0771331008,0.6516351839286504,0.3818999572877235,29416661.12588087,-0.0013837746094237,0,1,0,0,79.48988498048533,-302122.23136731784,11234221.627521342,-0.026893027517561667,0.14584757737636506
1.7168423654070424,146.84683288682075,13630013.94745249,0.3981780897434981,0.773158042467808,71003188.02790397,-0.0689727774064173,0,0,0,0,252.112863925942,10538154.902421286,54896685.864627935,0.19196340792607716,0.5977733586326527
1.4662515503337126,177.77332263011527,566367.5226092235,0.6952948088939875,0.4770297339185316,64697691.00274503,-0.0493122822399772,0,0,0,0,260.6604099143818,270174.1486103758,30862722.32418284,0.008754060830164608,0.22755736704238505
1.0863186785347132,31.32295594311743,595122.7899149038,0.6108549746470574,0.8832839504121236,36577132.98146495,0.1443632003468814,0,0,0,0,34.02671210792837,525662.4088563205,32307994.51461794,0.016270350938015713,0.7801905370556468
1.9520028157504248,108.97287518662364,18765676.119519956,0.2251063086144014,0.6073137106365895,22294081.328605533,-0.1256506894279256,0,0,0,0,212.71535920470893,11396652.3967501,13539501.256909331,0.8417335454608628,0.3688299431271831
0.6766334237605129,71.65589991042876,-10320894.564347478,0.6583571287863497,0.2010117932516022,68647578.4429549,0.0813205186747977,1,1,1,0,48.484776889034045,-2074621.5243402002,13798972.845198395,-0.15034608355375545,0.04040574102622487
1.088790551045089,174.73501961755557,1922415.5388196677,0.1698198387312856,0.6409420496603472,76473771.23190975,-0.0278962930331808,0,0,0,0,190.24983829627277,1232156.9557499785,49015255.67863673,0.025138233774163774,0.41080671102280697
1.2891769768929675,152.37081154874903,-9245505.77410085,0.5904698250947149,0.3600832123453592,38406460.938701496,-0.0279760168495834,0,1,0,0,196.43294219914435,-3329151.418895801,13829521.829624195,-0.24072787619919234,0.12965991981295305
1.5313889573859971,151.7075233244491,-8689924.548646312,0.328373976085948,0.6490617573488779,68034934.36200824,0.0790371896051711,0,1,0,0,232.32322597143997,-5640297.69877353,44158874.05812063,-0.1277273893204327,0.4212811648528137
2.419975095761137,87.0213029641198,-6183442.469372788,0.6267845922670416,0.1557129185299246,45561781.685035296,0.034005129456889,0,1,0,0,210.58938597385472,-962841.8734679208,7094557.999600112,-0.13571555458736004,0.02424651299710694
0.8391192118275712,77.59341290909141,4442675.432674257,0.6208340140644701,0.2399051497407675,74188619.4954356,0.0570612997219531,1,0,1,0,65.11012348328808,1065820.7149253467,17798231.8691133,0.059883516675324974,0.057554480872140074
